-3.141593	0.049671
-3.133729	-0.021690
-3.125865	0.049042
-3.118001	0.128714
-3.110137	-0.054865
-3.102274	-0.062723
-3.094410	0.110756
-3.086546	0.021725
-3.078682	-0.109816
-3.070818	-0.016459
-3.062955	-0.124899
-3.055091	-0.132967
-3.047227	-0.070030
-3.039363	-0.293380
-3.031499	-0.282363
-3.023635	-0.173913
-3.015772	-0.226772
-3.007908	-0.101862
-3.000044	-0.231879
-2.992180	-0.290087
-2.984316	-0.010064
-2.976453	-0.186968
-2.968589	-0.165389
-2.960725	-0.322358
-2.952861	-0.242051
-2.944997	-0.184239
-2.937134	-0.318137
-2.929270	-0.173161
-2.921406	-0.278476
-2.913542	-0.255248
-2.905678	-0.293903
-2.897815	-0.056143
-2.889951	-0.250344
-2.882087	-0.362374
-2.874223	-0.181941
-2.866359	-0.393856
-2.858495	-0.258445
-2.850632	-0.482840
-2.842768	-0.427216
-2.834904	-0.282217
-2.827040	-0.235544
-2.819176	-0.299722
-2.811313	-0.335873
-2.803449	-0.361847
-2.795585	-0.486997
-2.787721	-0.418516
-2.779857	-0.399962
-2.771994	-0.255529
-2.764130	-0.334201
-2.756266	-0.552166
-2.748402	-0.350729
-2.740538	-0.428898
-2.732674	-0.465309
-2.724811	-0.343652
-2.716947	-0.308898
-2.709083	-0.326023
-2.701219	-0.510199
-2.693355	-0.464299
-2.685492	-0.407325
-2.677628	-0.349943
-2.669764	-0.502433
-2.661900	-0.480072
-2.654036	-0.579102
-2.646173	-0.595022
-2.638309	-0.401052
-2.630445	-0.353555
-2.622581	-0.503223
-2.614717	-0.402482
-2.606853	-0.473453
-2.598990	-0.580879
-2.591126	-0.486946
-2.583262	-0.375967
-2.575398	-0.540007
-2.567534	-0.386580
-2.559671	-0.811605
-2.551807	-0.473993
-2.543943	-0.553996
-2.536079	-0.599085
-2.528215	-0.566456
-2.520352	-0.780802
-2.512488	-0.610388
-2.504624	-0.559050
-2.496760	-0.453275
-2.488896	-0.659158
-2.481032	-0.694409
-2.473169	-0.669926
-2.465305	-0.534362
-2.457441	-0.599141
-2.449577	-0.691066
-2.441713	-0.592799
-2.433850	-0.640413
-2.425986	-0.559211
-2.418122	-0.732195
-2.410258	-0.700630
-2.402394	-0.712906
-2.394531	-0.825838
-2.386667	-0.655623
-2.378803	-0.664835
-2.370939	-0.696093
-2.363075	-0.725683
-2.355212	-0.849339
-2.347348	-0.755399
-2.339484	-0.753095
-2.331620	-0.804496
-2.323756	-0.745797
-2.315892	-0.694618
-2.308029	-0.551713
-2.300165	-0.728138
-2.292301	-0.725058
-2.284437	-0.763428
-2.276573	-0.952985
-2.268710	-0.768836
-2.260846	-0.765192
-2.252982	-0.529872
-2.245118	-0.800367
-2.237254	-0.755862
-2.229391	-0.794325
-2.221527	-0.912509
-2.213663	-0.686098
-2.205799	-0.729877
-2.197935	-0.730607
-2.190071	-0.905238
-2.182208	-0.678559
-2.174344	-0.963512
-2.166480	-0.769079
-2.158616	-0.613106
-2.150752	-0.935540
-2.142889	-0.897400
-2.135025	-0.835036
-2.127161	-0.899528
-2.119297	-1.008373
-2.111433	-0.850525
-2.103570	-0.967632
-2.095706	-0.818010
-2.087842	-0.961226
-2.079978	-0.718150
-2.072114	-0.955275
-2.064250	-0.912908
-2.056387	-0.803048
-2.048523	-1.011129
-2.040659	-0.868884
-2.032795	-0.764449
-2.024931	-1.059389
-2.017068	-0.883599
-2.009204	-0.879441
-2.001340	-0.830557
-1.993476	-1.035688
-1.985612	-1.047236
-1.977749	-0.866137
-1.969885	-0.891717
-1.962021	-0.899393
-1.954157	-0.892768
-1.946293	-0.998328
-1.938430	-0.909955
-1.930566	-0.906671
-1.922702	-1.010153
-1.914838	-0.754822
-1.906974	-0.896639
-1.899110	-1.065718
-1.891247	-0.883438
-1.883383	-1.049010
-1.875519	-0.875222
-1.867655	-0.840400
-1.859791	-1.040599
-1.851928	-0.864405
-1.844064	-0.921616
-1.836200	-0.882781
-1.828336	-0.777340
-1.820472	-0.993531
-1.812609	-1.046279
-1.804745	-1.061710
-1.796881	-1.056133
-1.789017	-0.983994
-1.781153	-0.943841
-1.773289	-0.951899
-1.765426	-0.898401
-1.757562	-0.981310
-1.749698	-0.838686
-1.741834	-1.011874
-1.733970	-0.714700
-1.726107	-0.925397
-1.718243	-1.074865
-1.710379	-1.097363
-1.702515	-0.943090
-1.694651	-1.014686
-1.686788	-0.921881
-1.678924	-0.946836
-1.671060	-1.002261
-1.663196	-1.080414
-1.655332	-1.147914
-1.647468	-1.041714
-1.639605	-0.911994
-1.631741	-0.976734
-1.623877	-1.123165
-1.616013	-0.981660
-1.608149	-0.960771
-1.600286	-1.087951
-1.592422	-0.984394
-1.584558	-0.994084
-1.576694	-1.114280
-1.568830	-0.964219
-1.560967	-0.943873
