-3.141593	0.049671
-3.125806	-0.029613
-3.110019	0.033200
-3.094232	0.104960
-3.078445	-0.086521
-3.062658	-0.102266
-3.046871	0.063341
-3.031084	-0.033540
-3.015297	-0.172907
-2.999511	-0.087349
-2.983724	-0.203556
-2.967937	-0.219357
-2.952150	-0.164115
-2.936363	-0.395120
-2.920576	-0.391713
-2.904789	-0.290825
-2.889002	-0.351196
-2.873215	-0.233742
-2.857428	-0.371158
-2.841642	-0.436704
-2.825855	-0.163953
-2.810068	-0.348063
-2.794281	-0.333618
-2.778494	-0.497647
-2.762707	-0.424324
-2.746920	-0.373414
-2.731133	-0.514130
-2.715346	-0.375886
-2.699560	-0.487842
-2.683773	-0.471163
-2.667986	-0.516270
-2.652199	-0.284863
-2.636412	-0.485315
-2.620625	-0.603491
-2.604838	-0.429095
-2.589051	-0.646937
-2.573264	-0.517338
-2.557477	-0.747429
-2.541691	-0.697380
-2.525904	-0.557835
-2.510117	-0.516490
-2.494330	-0.585868
-2.478543	-0.627088
-2.462756	-0.657998
-2.446969	-0.787948
-2.431182	-0.724129
-2.415395	-0.710095
-2.399608	-0.570040
-2.383822	-0.652942
-2.368035	-0.874989
-2.352248	-0.677484
-2.336461	-0.759430
-2.320674	-0.799464
-2.304887	-0.681273
-2.289100	-0.649823
-2.273313	-0.670090
-2.257526	-0.857245
-2.241739	-0.814157
-2.225953	-0.759826
-2.210166	-0.704918
-2.194379	-0.859709
-2.178592	-0.839475
-2.162805	-0.940455
-2.147018	-0.958148
-2.131231	-0.765771
-2.115444	-0.719686
-2.099657	-0.870583
-2.083871	-0.770886
-2.068084	-0.842716
-2.052297	-0.950813
-2.036510	-0.857362
-2.020723	-0.746675
-2.004936	-0.910815
-1.989149	-0.757295
-1.973362	-1.182033
-1.957575	-0.843939
-1.941788	-0.923263
-1.926002	-0.967476
-1.910215	-0.933772
-1.894428	-1.146844
-1.878641	-0.974956
-1.862854	-0.921942
-1.847067	-0.814290
-1.831280	-1.018093
-1.815493	-1.051060
-1.799706	-1.024090
-1.783919	-0.885835
-1.768133	-0.947717
-1.752346	-1.036541
-1.736559	-0.934966
-1.720772	-0.979067
-1.704985	-0.894146
-1.689198	-1.063204
-1.673411	-1.027506
-1.657624	-1.035444
-1.641837	-1.143829
-1.626050	-0.968862
-1.610264	-0.973116
-1.594477	-0.999208
-1.578690	-1.023428
-1.562903	-1.141506
-1.547116	-1.041784
-1.531329	-1.033493
-1.515542	-1.078702
-1.499755	-1.013606
-1.483968	-0.955828
-1.468181	-0.806121
-1.452395	-0.975541
-1.436608	-0.965255
-1.420821	-0.996219
-1.405034	-1.178170
-1.389247	-0.986217
-1.373460	-0.974569
-1.357673	-0.731051
-1.341886	-0.993150
-1.326099	-0.940056
-1.310313	-0.969737
-1.294526	-1.078947
-1.278739	-0.843371
-1.262952	-0.877796
-1.247165	-0.868984
-1.231378	-1.033887
-1.215591	-0.797296
-1.199804	-1.072153
-1.184017	-0.867443
-1.168230	-0.701013
-1.152444	-1.012813
-1.136657	-0.963862
-1.120870	-0.890514
-1.105083	-0.943849
-1.089296	-1.041367
-1.073509	-0.872024
-1.057722	-0.977470
-1.041935	-0.816023
-1.026148	-0.947252
-1.010361	-0.692031
-0.994575	-0.916853
-0.978788	-0.862028
-0.963001	-0.739557
-0.947214	-0.934878
-0.931427	-0.779726
-0.915640	-0.662238
-0.899853	-0.943984
-0.884066	-0.754860
-0.868279	-0.737230
-0.852492	-0.674741
-0.836706	-0.866135
-0.820919	-0.863818
-0.805132	-0.668728
-0.789345	-0.680194
-0.773558	-0.673636
-0.757771	-0.652659
-0.741984	-0.743754
-0.726197	-0.640806
-0.710410	-0.622838
-0.694624	-0.711531
-0.678837	-0.441311
-0.663050	-0.568140
-0.647263	-0.722135
-0.631476	-0.524681
-0.615689	-0.674989
-0.599902	-0.485853
-0.584115	-0.435602
-0.568328	-0.620292
-0.552541	-0.428515
-0.536755	-0.470072
-0.520968	-0.415514
-0.505181	-0.294286
-0.489394	-0.494630
-0.473607	-0.531473
-0.457820	-0.530945
-0.442033	-0.509359
-0.426246	-0.421166
-0.410459	-0.364915
-0.394672	-0.356837
-0.378886	-0.287167
-0.363099	-0.353872
-0.347312	-0.195018
-0.331525	-0.351951
-0.315738	-0.038501
-0.299951	-0.232907
-0.284164	-0.366071
-0.268377	-0.372256
-0.252590	-0.201666
-0.236803	-0.256943
-0.221017	-0.147822
-0.205230	-0.156468
-0.189443	-0.195595
-0.173656	-0.257464
-0.157869	-0.308699
-0.142082	-0.186256
-0.126295	-0.040320
-0.110508	-0.088874
-0.094721	-0.219154
-0.078934	-0.061534
-0.063148	-0.024574
-0.047361	-0.135729
-0.031574	-0.016196
-0.015787	-0.009965
0.000000	-0.114297
